rate_date,currency_code,rate_to_usd,source
2026-06-26,CAD,0.8306773,ECB
2026-06-27,CAD,0.82987898,ECB
2026-06-28,CAD,0.830935,ECB
2026-06-29,CAD,0.83223833,ECB
2026-06-30,CAD,0.83080597,ECB
2026-07-01,CAD,0.83074526,ECB
2026-07-02,CAD,0.83608431,ECB
2026-07-03,CAD,0.84041742,ECB
2026-07-04,CAD,0.8415175,ECB
2026-07-05,CAD,0.84161345,ECB
2026-07-06,CAD,0.84191651,ECB
2026-07-07,CAD,0.8434661,ECB
2026-07-08,CAD,0.84087803,ECB
2026-07-09,CAD,0.84022876,ECB
2026-07-10,CAD,0.83602278,ECB
2026-07-11,CAD,0.83702406,ECB
2026-07-12,CAD,0.83864922,ECB
2026-07-13,CAD,0.83743354,ECB
2026-07-14,CAD,0.84138787,ECB
2026-07-15,CAD,0.83829384,ECB
2026-07-16,CAD,0.83461111,ECB
2026-07-17,CAD,0.8351731,ECB
2026-07-18,CAD,0.83779662,ECB
2026-07-19,CAD,0.84202899,ECB
2026-07-20,CAD,0.84086981,ECB
2026-07-21,CAD,0.8435909,ECB
2026-07-22,CAD,0.84349344,ECB
2026-07-23,CAD,0.84305661,ECB
2026-07-24,CAD,0.84529154,ECB
2026-07-25,CAD,0.84694575,ECB
2026-07-26,CAD,0.84294039,ECB
2026-07-27,CAD,0.8466743,ECB
2026-07-28,CAD,0.85017976,ECB
2026-07-29,CAD,0.84858424,ECB
2026-07-30,CAD,0.84959186,ECB
2026-07-31,CAD,0.85085103,ECB
2026-08-01,CAD,0.85151641,ECB
2026-08-02,CAD,0.85011063,ECB
2026-08-03,CAD,0.84839777,ECB
2026-08-04,CAD,0.84833273,ECB
2026-08-05,CAD,0.85131732,ECB
2026-08-06,CAD,0.85270565,ECB
2026-08-07,CAD,0.85175758,ECB
2026-08-08,CAD,0.85372948,ECB
2026-08-09,CAD,0.84643382,ECB
2026-08-10,CAD,0.84935089,ECB
2026-08-11,CAD,0.844918,ECB
2026-08-12,CAD,0.84399931,ECB
2026-08-13,CAD,0.8411643,ECB
2026-08-14,CAD,0.83789718,ECB
2026-08-15,CAD,0.84081514,ECB
2026-08-16,CAD,0.83963539,ECB
2026-08-17,CAD,0.8405082,ECB
2026-08-18,CAD,0.84038989,ECB
2026-08-19,CAD,0.84159259,ECB
2026-08-20,CAD,0.84178655,ECB
2026-08-21,CAD,0.83854654,ECB
2026-08-22,CAD,0.84105278,ECB
2026-08-23,CAD,0.83980696,ECB
2026-08-24,CAD,0.83588527,ECB
2026-08-25,CAD,0.83481171,ECB
2026-08-26,CAD,0.83857026,ECB
2026-08-27,CAD,0.84070917,ECB
2026-08-28,CAD,0.83982983,ECB
2026-08-29,CAD,0.83894988,ECB
2026-08-30,CAD,0.83814037,ECB
2026-08-31,CAD,0.84336219,ECB
2026-09-01,CAD,0.84432852,ECB
2026-09-02,CAD,0.84541781,ECB
2026-09-03,CAD,0.84803087,ECB
2026-09-04,CAD,0.84863837,ECB
2026-09-05,CAD,0.84797887,ECB
2026-09-06,CAD,0.84747937,ECB
2026-09-07,CAD,0.84729733,ECB
2026-09-08,CAD,0.84720271,ECB
2026-09-09,CAD,0.84905206,ECB
2026-09-10,CAD,0.84918438,ECB
2026-09-11,CAD,0.85105082,ECB
2026-09-12,CAD,0.85084474,ECB
2026-09-13,CAD,0.85104545,ECB
2026-09-14,CAD,0.84594378,ECB
2025-09-14,BRL,0.18049482,ECB
2025-09-15,BRL,0.18068244,ECB
2025-09-16,BRL,0.1812234,ECB
2025-09-17,BRL,0.1796488,ECB
2025-09-18,BRL,0.18077432,ECB
2025-09-19,BRL,0.18069862,ECB
2025-09-20,BRL,0.18129936,ECB
2025-09-21,BRL,0.18073375,ECB
2025-09-22,BRL,0.181066,ECB
2025-09-23,BRL,0.18049379,ECB
2025-09-24,BRL,0.18015603,ECB
2025-09-25,BRL,0.1811905,ECB
2025-09-26,BRL,0.18108685,ECB
2025-09-27,BRL,0.18120497,ECB
2025-09-28,BRL,0.18167796,ECB
2025-09-29,BRL,0.18194812,ECB
2025-09-30,BRL,0.18203022,ECB
2025-10-01,BRL,0.18222953,ECB
2025-10-02,BRL,0.18354345,ECB
2025-10-03,BRL,0.18351172,ECB
2025-10-04,BRL,0.18362243,ECB
2025-10-05,BRL,0.1842012,ECB
2025-10-06,BRL,0.18481212,ECB
2025-10-07,BRL,0.18547025,ECB
2025-10-08,BRL,0.18582565,ECB
2025-10-09,BRL,0.18518845,ECB
2025-10-10,BRL,0.18609593,ECB
2025-10-11,BRL,0.18545594,ECB
2025-10-12,BRL,0.18562431,ECB
2025-10-13,BRL,0.18520428,ECB
2025-10-14,BRL,0.18516864,ECB
2025-10-15,BRL,0.18535127,ECB
2025-10-16,BRL,0.18552996,ECB
2025-10-17,BRL,0.1857648,ECB
2025-10-18,BRL,0.18666411,ECB
2025-10-19,BRL,0.18691809,ECB
2025-10-20,BRL,0.18678118,ECB
2025-10-21,BRL,0.1873214,ECB
2025-10-22,BRL,0.18798984,ECB
2025-10-23,BRL,0.1872975,ECB
2025-10-24,BRL,0.18763318,ECB
2025-10-25,BRL,0.18802787,ECB
2025-10-26,BRL,0.18786002,ECB
2025-10-27,BRL,0.18863534,ECB
2025-10-28,BRL,0.18855042,ECB
2025-10-29,BRL,0.18862145,ECB
2025-10-30,BRL,0.18852352,ECB
2025-10-31,BRL,0.18853233,ECB
2025-11-01,BRL,0.18791228,ECB
2025-11-02,BRL,0.18710047,ECB
2025-11-03,BRL,0.18799547,ECB
2025-11-04,BRL,0.18751779,ECB
2025-11-05,BRL,0.18696008,ECB
2025-11-06,BRL,0.18575229,ECB
2025-11-07,BRL,0.18539622,ECB
2025-11-08,BRL,0.18466033,ECB
2025-11-09,BRL,0.18556998,ECB
2025-11-10,BRL,0.18613215,ECB
2025-11-11,BRL,0.18574789,ECB
2025-11-12,BRL,0.18700305,ECB
2025-11-13,BRL,0.18755383,ECB
2025-11-14,BRL,0.18737106,ECB
2025-11-15,BRL,0.18596611,ECB
2025-11-16,BRL,0.18724422,ECB
2025-11-17,BRL,0.18646365,ECB
2025-11-18,BRL,0.18554323,ECB
2025-11-19,BRL,0.18611243,ECB
2025-11-20,BRL,0.18747463,ECB
2025-11-21,BRL,0.18825318,ECB
2025-11-22,BRL,0.18857165,ECB
2025-11-23,BRL,0.18890811,ECB
2025-11-24,BRL,0.18939177,ECB
2025-11-25,BRL,0.18982297,ECB
2025-11-26,BRL,0.1899831,ECB
2025-11-27,BRL,0.19004249,ECB
2025-11-28,BRL,0.1900068,ECB
2025-11-29,BRL,0.18957703,ECB
2025-11-30,BRL,0.1894174,ECB
2025-12-01,BRL,0.18845537,ECB
2025-12-02,BRL,0.18839977,ECB
2025-12-03,BRL,0.18784102,ECB
2025-12-04,BRL,0.18721913,ECB
2025-12-05,BRL,0.18732016,ECB
2025-12-06,BRL,0.18810241,ECB
2025-12-07,BRL,0.18862063,ECB
2025-12-08,BRL,0.18773194,ECB
2025-12-09,BRL,0.18717459,ECB
2025-12-10,BRL,0.18770285,ECB
2025-12-11,BRL,0.18714961,ECB
2025-12-12,BRL,0.18702349,ECB
2025-12-13,BRL,0.1873321,ECB
2025-12-14,BRL,0.1867879,ECB
2025-12-15,BRL,0.18684695,ECB
2025-12-16,BRL,0.18609917,ECB
2025-12-17,BRL,0.18576343,ECB
2025-12-18,BRL,0.18594164,ECB
2025-12-19,BRL,0.18505303,ECB
2025-12-20,BRL,0.18529756,ECB
2025-12-21,BRL,0.18528664,ECB
2025-12-22,BRL,0.18559375,ECB
2025-12-23,BRL,0.18571842,ECB
2025-12-24,BRL,0.18647846,ECB
2025-12-25,BRL,0.18654852,ECB
2025-12-26,BRL,0.1863082,ECB
2025-12-27,BRL,0.18637656,ECB
2025-12-28,BRL,0.18668033,ECB
2025-12-29,BRL,0.18670769,ECB
2025-12-30,BRL,0.18673043,ECB
2025-12-31,BRL,0.18633718,ECB
2026-01-01,BRL,0.18596661,ECB
2026-01-02,BRL,0.1851841,ECB
2026-01-03,BRL,0.18615608,ECB
2026-01-04,BRL,0.18546142,ECB
2026-01-05,BRL,0.1850759,ECB
2026-01-06,BRL,0.18467702,ECB
2026-01-07,BRL,0.18517284,ECB
2026-01-08,BRL,0.18500899,ECB
2026-01-09,BRL,0.18570152,ECB
2026-01-10,BRL,0.18532631,ECB
2026-01-11,BRL,0.18548143,ECB
2026-01-12,BRL,0.1850166,ECB
2026-01-13,BRL,0.18620727,ECB
2026-01-14,BRL,0.18554385,ECB
2026-01-15,BRL,0.1857163,ECB
2026-01-16,BRL,0.18606941,ECB
2026-01-17,BRL,0.1863004,ECB
2026-01-18,BRL,0.18619684,ECB
2026-01-19,BRL,0.18612432,ECB
2026-01-20,BRL,0.18614879,ECB
2026-01-21,BRL,0.1860667,ECB
2026-01-22,BRL,0.18660473,ECB
2026-01-23,BRL,0.18784221,ECB
2026-01-24,BRL,0.18752805,ECB
2026-01-25,BRL,0.18675742,ECB
2026-01-26,BRL,0.18670796,ECB
2026-01-27,BRL,0.18815292,ECB
2026-01-28,BRL,0.18769928,ECB
2026-01-29,BRL,0.18862226,ECB
2026-01-30,BRL,0.18957162,ECB
2026-01-31,BRL,0.18925678,ECB
2026-02-01,BRL,0.18957983,ECB
2026-02-02,BRL,0.19050597,ECB
2026-02-03,BRL,0.19028929,ECB
2026-02-04,BRL,0.19017307,ECB
2026-02-05,BRL,0.18984121,ECB
2026-02-06,BRL,0.18926328,ECB
2026-02-07,BRL,0.18889463,ECB
2026-02-08,BRL,0.18820104,ECB
2026-02-09,BRL,0.18822029,ECB
2026-02-10,BRL,0.18778551,ECB
2026-02-11,BRL,0.18791722,ECB
2026-02-12,BRL,0.18704008,ECB
2026-02-13,BRL,0.18722574,ECB
2026-02-14,BRL,0.18769392,ECB
2026-02-15,BRL,0.18657128,ECB
2026-02-16,BRL,0.18678065,ECB
2026-02-17,BRL,0.18746856,ECB
2026-02-18,BRL,0.18678825,ECB
2026-02-19,BRL,0.1877255,ECB
2026-02-20,BRL,0.18796148,ECB
2026-02-21,BRL,0.18756394,ECB
2026-02-22,BRL,0.18753256,ECB
2026-02-23,BRL,0.18784667,ECB
2026-02-24,BRL,0.1878895,ECB
2026-02-25,BRL,0.18819318,ECB
2026-02-26,BRL,0.18767339,ECB
2026-02-27,BRL,0.18776874,ECB
2026-02-28,BRL,0.18697239,ECB
2026-03-01,BRL,0.18691,ECB
2026-03-02,BRL,0.18640315,ECB
2026-03-03,BRL,0.18599184,ECB
2026-03-04,BRL,0.18668155,ECB
2026-03-05,BRL,0.18729273,ECB
2026-03-06,BRL,0.18763499,ECB
2026-03-07,BRL,0.18702012,ECB
2026-03-08,BRL,0.1868426,ECB
2026-03-09,BRL,0.18752257,ECB
2026-03-10,BRL,0.1876023,ECB
2026-03-11,BRL,0.18890763,ECB
2026-03-12,BRL,0.18913053,ECB
2026-03-13,BRL,0.1892395,ECB
2026-03-14,BRL,0.18906401,ECB
2026-03-15,BRL,0.18913975,ECB
2026-03-16,BRL,0.18905324,ECB
2026-03-17,BRL,0.18945485,ECB
2026-03-18,BRL,0.18999861,ECB
2026-03-19,BRL,0.18955059,ECB
2026-03-20,BRL,0.18879359,ECB
2026-03-21,BRL,0.1877536,ECB
2026-03-22,BRL,0.18803973,ECB
2026-03-23,BRL,0.1874173,ECB
2026-03-24,BRL,0.18620683,ECB
2026-03-25,BRL,0.1864239,ECB
2026-03-26,BRL,0.18781816,ECB
2026-03-27,BRL,0.18781474,ECB
2026-03-28,BRL,0.18828718,ECB
2026-03-29,BRL,0.18833341,ECB
2026-03-30,BRL,0.18827753,ECB
2026-03-31,BRL,0.18879666,ECB
2026-04-01,BRL,0.18863225,ECB
2026-04-02,BRL,0.18878357,ECB
2026-04-03,BRL,0.18896576,ECB
2026-04-04,BRL,0.18858702,ECB
2026-04-05,BRL,0.18914828,ECB
2026-04-06,BRL,0.189049,ECB
2026-04-07,BRL,0.18862038,ECB
2026-04-08,BRL,0.18892397,ECB
2026-04-09,BRL,0.18841475,ECB
2026-04-10,BRL,0.18843067,ECB
2026-04-11,BRL,0.18842552,ECB
2026-04-12,BRL,0.18903935,ECB
2026-04-13,BRL,0.18930856,ECB
2026-04-14,BRL,0.18929435,ECB
2026-04-15,BRL,0.18975874,ECB
2026-04-16,BRL,0.19055015,ECB
2026-04-17,BRL,0.19086903,ECB
2026-04-18,BRL,0.19087496,ECB
2026-04-19,BRL,0.19012377,ECB
2026-04-20,BRL,0.18951626,ECB
2026-04-21,BRL,0.18934272,ECB
2026-04-22,BRL,0.1889965,ECB
2026-04-23,BRL,0.18889049,ECB
2026-04-24,BRL,0.18892259,ECB
2026-04-25,BRL,0.1892228,ECB
2026-04-26,BRL,0.18918278,ECB
2026-04-27,BRL,0.1894589,ECB
2026-04-28,BRL,0.18949554,ECB
2026-04-29,BRL,0.18837252,ECB
2026-04-30,BRL,0.18784168,ECB
2026-05-01,BRL,0.18776048,ECB
2026-05-02,BRL,0.18707909,ECB
2026-05-03,BRL,0.18741579,ECB
2026-05-04,BRL,0.18827645,ECB
2026-05-05,BRL,0.18896484,ECB
2026-05-06,BRL,0.18884384,ECB
2026-05-07,BRL,0.18968839,ECB
2026-05-08,BRL,0.18977299,ECB
2026-05-09,BRL,0.18958108,ECB
2026-05-10,BRL,0.18923221,ECB
2026-05-11,BRL,0.1890605,ECB
2026-05-12,BRL,0.18884033,ECB
2026-05-13,BRL,0.18893688,ECB
2026-05-14,BRL,0.18902789,ECB
2026-05-15,BRL,0.18902962,ECB
2026-05-16,BRL,0.1892774,ECB
2026-05-17,BRL,0.18995349,ECB
2026-05-18,BRL,0.1904946,ECB
2026-05-19,BRL,0.18964601,ECB
2026-05-20,BRL,0.18819298,ECB
2026-05-21,BRL,0.18872048,ECB
2026-05-22,BRL,0.18794661,ECB
2026-05-23,BRL,0.18781987,ECB
2026-05-24,BRL,0.18716056,ECB
2026-05-25,BRL,0.18614878,ECB
2026-05-26,BRL,0.18645116,ECB
2026-05-27,BRL,0.1868758,ECB
2026-05-28,BRL,0.18655259,ECB
2026-05-29,BRL,0.18510249,ECB
2026-05-30,BRL,0.18479916,ECB
2026-05-31,BRL,0.18501638,ECB
2026-06-01,BRL,0.18419551,ECB
2026-06-02,BRL,0.18429683,ECB
2026-06-03,BRL,0.18428836,ECB
2026-06-04,BRL,0.18460863,ECB
2026-06-05,BRL,0.18467486,ECB
2026-06-06,BRL,0.18413576,ECB
2026-06-07,BRL,0.18479675,ECB
2026-06-08,BRL,0.18470886,ECB
2026-06-09,BRL,0.18469373,ECB
2026-06-10,BRL,0.18417663,ECB
2026-06-11,BRL,0.1839317,ECB
2026-06-12,BRL,0.18344347,ECB
2026-06-13,BRL,0.18334829,ECB
2026-06-14,BRL,0.18428981,ECB
2026-06-15,BRL,0.18353133,ECB
2026-06-16,BRL,0.18264291,ECB
2026-06-17,BRL,0.18344901,ECB
2026-06-18,BRL,0.18333381,ECB
2026-06-19,BRL,0.18296582,ECB
2026-06-20,BRL,0.18353662,ECB
2026-06-21,BRL,0.18320316,ECB
2026-06-22,BRL,0.18420675,ECB
2026-06-23,BRL,0.18458139,ECB
2026-06-24,BRL,0.18431121,ECB
2026-06-25,BRL,0.18550406,ECB
2026-06-26,BRL,0.18516697,ECB
2026-06-27,BRL,0.1855792,ECB
2026-06-28,BRL,0.18574583,ECB
2026-06-29,BRL,0.18647121,ECB
2026-06-30,BRL,0.18734474,ECB
2026-07-01,BRL,0.18736273,ECB
2026-07-02,BRL,0.18693924,ECB
2026-07-03,BRL,0.1871972,ECB
2026-07-04,BRL,0.1868166,ECB
2026-07-05,BRL,0.18794501,ECB
2026-07-06,BRL,0.18802199,ECB
2026-07-07,BRL,0.18781592,ECB
2026-07-08,BRL,0.18791998,ECB
2026-07-09,BRL,0.18716053,ECB
2026-07-10,BRL,0.18661498,ECB
2026-07-11,BRL,0.18728703,ECB
2026-07-12,BRL,0.18691794,ECB
2026-07-13,BRL,0.18633088,ECB
2026-07-14,BRL,0.18663087,ECB
2026-07-15,BRL,0.18729474,ECB
2026-07-16,BRL,0.18769871,ECB
2026-07-17,BRL,0.18825958,ECB
2026-07-18,BRL,0.18783215,ECB
2026-07-19,BRL,0.18703097,ECB
2026-07-20,BRL,0.18787336,ECB
2026-07-21,BRL,0.18769149,ECB
2026-07-22,BRL,0.18755025,ECB
2026-07-23,BRL,0.18829756,ECB
2026-07-24,BRL,0.18861177,ECB
2026-07-25,BRL,0.18886973,ECB
2026-07-26,BRL,0.19009644,ECB
2026-07-27,BRL,0.18972945,ECB
2026-07-28,BRL,0.19025756,ECB
2026-07-29,BRL,0.1902901,ECB
2026-07-30,BRL,0.19044343,ECB
2026-07-31,BRL,0.19131669,ECB
2026-08-01,BRL,0.19160817,ECB
2026-08-02,BRL,0.19191759,ECB
2026-08-03,BRL,0.19253509,ECB
2026-08-04,BRL,0.19232429,ECB
2026-08-05,BRL,0.19184009,ECB
2026-08-06,BRL,0.19123878,ECB
2026-08-07,BRL,0.19011065,ECB
2026-08-08,BRL,0.19128337,ECB
2026-08-09,BRL,0.1906503,ECB
2026-08-10,BRL,0.19052375,ECB
2026-08-11,BRL,0.19036553,ECB
2026-08-12,BRL,0.19054109,ECB
2026-08-13,BRL,0.19100739,ECB
2026-08-14,BRL,0.19150046,ECB
2026-08-15,BRL,0.19116548,ECB
2026-08-16,BRL,0.19106963,ECB
2026-08-17,BRL,0.19123161,ECB
2026-08-18,BRL,0.19108894,ECB
2026-08-19,BRL,0.19201038,ECB
2026-08-20,BRL,0.19229319,ECB
2026-08-21,BRL,0.19271713,ECB
2026-08-22,BRL,0.19310037,ECB
2026-08-23,BRL,0.19378017,ECB
2026-08-24,BRL,0.1938854,ECB
2026-08-25,BRL,0.19313109,ECB
2026-08-26,BRL,0.19336267,ECB
2026-08-27,BRL,0.19298483,ECB
2026-08-28,BRL,0.19267878,ECB
2026-08-29,BRL,0.19301772,ECB
2026-08-30,BRL,0.19373475,ECB
2026-08-31,BRL,0.19374712,ECB
2026-09-01,BRL,0.19392662,ECB
2026-09-02,BRL,0.19491694,ECB
2026-09-03,BRL,0.19505772,ECB
2026-09-04,BRL,0.19658015,ECB
2026-09-05,BRL,0.19691366,ECB
2026-09-06,BRL,0.1958735,ECB
2026-09-07,BRL,0.19631618,ECB
2026-09-08,BRL,0.19654066,ECB
2026-09-09,BRL,0.19730113,ECB
2026-09-10,BRL,0.19769959,ECB
2026-09-11,BRL,0.19761747,ECB
2026-09-12,BRL,0.19689164,ECB
2026-09-13,BRL,0.19676818,ECB
2026-09-14,BRL,0.19626611,ECB
2025-09-14,SGD,0.74869382,ECB
2025-09-15,SGD,0.75001582,ECB
2025-09-16,SGD,0.75377318,ECB
2025-09-17,SGD,0.75466566,ECB
2025-09-18,SGD,0.75195818,ECB
2025-09-19,SGD,0.75296115,ECB
2025-09-20,SGD,0.7556642,ECB
2025-09-21,SGD,0.75428183,ECB
2025-09-22,SGD,0.75397857,ECB
2025-09-23,SGD,0.75401179,ECB
2025-09-24,SGD,0.75223633,ECB
2025-09-25,SGD,0.75369931,ECB
2025-09-26,SGD,0.75342583,ECB
2025-09-27,SGD,0.75437409,ECB
2025-09-28,SGD,0.75236559,ECB
2025-09-29,SGD,0.7513782,ECB
2025-09-30,SGD,0.75300655,ECB
2025-10-01,SGD,0.75216431,ECB
2025-10-02,SGD,0.75606119,ECB
2025-10-03,SGD,0.75515474,ECB
2025-10-04,SGD,0.75566376,ECB
2025-10-05,SGD,0.75777793,ECB
2025-10-06,SGD,0.75455351,ECB
2025-10-07,SGD,0.75056764,ECB
2025-10-08,SGD,0.74713232,ECB
2025-10-09,SGD,0.74996227,ECB
2025-10-10,SGD,0.74872065,ECB
2025-10-11,SGD,0.75446678,ECB
2025-10-12,SGD,0.75318966,ECB
2025-10-13,SGD,0.75360667,ECB
2025-10-14,SGD,0.7570931,ECB
2025-10-15,SGD,0.7616495,ECB
2025-10-16,SGD,0.76635993,ECB
2025-10-17,SGD,0.76913806,ECB
2025-10-18,SGD,0.77150099,ECB
2025-10-19,SGD,0.7728724,ECB
2025-10-20,SGD,0.77467712,ECB
2025-10-21,SGD,0.77339615,ECB
2025-10-22,SGD,0.77149777,ECB
2025-10-23,SGD,0.77148996,ECB
2025-10-24,SGD,0.77109608,ECB
2025-10-25,SGD,0.77004763,ECB
2025-10-26,SGD,0.77165638,ECB
2025-10-27,SGD,0.77386788,ECB
2025-10-28,SGD,0.77407313,ECB
2025-10-29,SGD,0.77750428,ECB
2025-10-30,SGD,0.77484127,ECB
2025-10-31,SGD,0.77439111,ECB
2025-11-01,SGD,0.77272581,ECB
2025-11-02,SGD,0.76839884,ECB
2025-11-03,SGD,0.76820825,ECB
2025-11-04,SGD,0.76792767,ECB
2025-11-05,SGD,0.77141433,ECB
2025-11-06,SGD,0.77287418,ECB
2025-11-07,SGD,0.77049947,ECB
2025-11-08,SGD,0.77478521,ECB
2025-11-09,SGD,0.77762332,ECB
2025-11-10,SGD,0.77898128,ECB
2025-11-11,SGD,0.778452,ECB
2025-11-12,SGD,0.77621137,ECB
2025-11-13,SGD,0.77534463,ECB
2025-11-14,SGD,0.7778771,ECB
2025-11-15,SGD,0.78227503,ECB
2025-11-16,SGD,0.78589675,ECB
2025-11-17,SGD,0.7847442,ECB
2025-11-18,SGD,0.78210836,ECB
2025-11-19,SGD,0.78243892,ECB
2025-11-20,SGD,0.77828784,ECB
2025-11-21,SGD,0.77904239,ECB
2025-11-22,SGD,0.77869742,ECB
2025-11-23,SGD,0.77760872,ECB
2025-11-24,SGD,0.77388855,ECB
2025-11-25,SGD,0.77508096,ECB
2025-11-26,SGD,0.7738423,ECB
2025-11-27,SGD,0.77112631,ECB
2025-11-28,SGD,0.76448168,ECB
2025-11-29,SGD,0.76441857,ECB
2025-11-30,SGD,0.7684828,ECB
2025-12-01,SGD,0.77231275,ECB
2025-12-02,SGD,0.77125368,ECB
2025-12-03,SGD,0.76986031,ECB
2025-12-04,SGD,0.77094298,ECB
2025-12-05,SGD,0.76863389,ECB
2025-12-06,SGD,0.76932979,ECB
2025-12-07,SGD,0.77109789,ECB
2025-12-08,SGD,0.77393615,ECB
2025-12-09,SGD,0.77370361,ECB
2025-12-10,SGD,0.77323086,ECB
2025-12-11,SGD,0.77119421,ECB
2025-12-12,SGD,0.76928116,ECB
2025-12-13,SGD,0.76875848,ECB
2025-12-14,SGD,0.76960572,ECB
2025-12-15,SGD,0.77171502,ECB
2025-12-16,SGD,0.76985555,ECB
2025-12-17,SGD,0.77330301,ECB
2025-12-18,SGD,0.77267403,ECB
2025-12-19,SGD,0.7726245,ECB
2025-12-20,SGD,0.77089256,ECB
2025-12-21,SGD,0.76528607,ECB
2025-12-22,SGD,0.76731571,ECB
2025-12-23,SGD,0.76901189,ECB
2025-12-24,SGD,0.76836286,ECB
2025-12-25,SGD,0.76851728,ECB
2025-12-26,SGD,0.7697068,ECB
2025-12-27,SGD,0.7660987,ECB
2025-12-28,SGD,0.76488278,ECB
2025-12-29,SGD,0.76670533,ECB
2025-12-30,SGD,0.76382032,ECB
2025-12-31,SGD,0.764493,ECB
2026-01-01,SGD,0.76138171,ECB
2026-01-02,SGD,0.7624471,ECB
2026-01-03,SGD,0.76236558,ECB
2026-01-04,SGD,0.75867161,ECB
2026-01-05,SGD,0.76132258,ECB
2026-01-06,SGD,0.75964479,ECB
2026-01-07,SGD,0.75779828,ECB
2026-01-08,SGD,0.75825426,ECB
2026-01-09,SGD,0.76086713,ECB
2026-01-10,SGD,0.75854842,ECB
2026-01-11,SGD,0.75868878,ECB
2026-01-12,SGD,0.75966479,ECB
2026-01-13,SGD,0.76124438,ECB
2026-01-14,SGD,0.76164732,ECB
2026-01-15,SGD,0.76080869,ECB
2026-01-16,SGD,0.75891977,ECB
2026-01-17,SGD,0.7591159,ECB
2026-01-18,SGD,0.75667427,ECB
2026-01-19,SGD,0.75004273,ECB
2026-01-20,SGD,0.75102505,ECB
2026-01-21,SGD,0.75306168,ECB
2026-01-22,SGD,0.74772338,ECB
2026-01-23,SGD,0.74545838,ECB
2026-01-24,SGD,0.74684305,ECB
2026-01-25,SGD,0.75145292,ECB
2026-01-26,SGD,0.7514998,ECB
2026-01-27,SGD,0.74985852,ECB
2026-01-28,SGD,0.74944708,ECB
2026-01-29,SGD,0.75253827,ECB
2026-01-30,SGD,0.75107993,ECB
2026-01-31,SGD,0.74927916,ECB
2026-02-01,SGD,0.74819403,ECB
2026-02-02,SGD,0.74605421,ECB
2026-02-03,SGD,0.74632876,ECB
2026-02-04,SGD,0.7499664,ECB
2026-02-05,SGD,0.75069329,ECB
2026-02-06,SGD,0.75012497,ECB
2026-02-07,SGD,0.74946829,ECB
2026-02-08,SGD,0.7459536,ECB
2026-02-09,SGD,0.74792988,ECB
2026-02-10,SGD,0.74775523,ECB
2026-02-11,SGD,0.74735036,ECB
2026-02-12,SGD,0.75450947,ECB
2026-02-13,SGD,0.75518571,ECB
2026-02-14,SGD,0.75348248,ECB
2026-02-15,SGD,0.75251872,ECB
2026-02-16,SGD,0.75511141,ECB
2026-02-17,SGD,0.755368,ECB
2026-02-18,SGD,0.75210871,ECB
2026-02-19,SGD,0.75418279,ECB
2026-02-20,SGD,0.75267109,ECB
2026-02-21,SGD,0.75690102,ECB
2026-02-22,SGD,0.75935348,ECB
2026-02-23,SGD,0.75833446,ECB
2026-02-24,SGD,0.76124878,ECB
2026-02-25,SGD,0.76140374,ECB
2026-02-26,SGD,0.76335166,ECB
2026-02-27,SGD,0.76446172,ECB
2026-02-28,SGD,0.7625207,ECB
2026-03-01,SGD,0.76104854,ECB
2026-03-02,SGD,0.76340009,ECB
2026-03-03,SGD,0.76263339,ECB
2026-03-04,SGD,0.76170988,ECB
2026-03-05,SGD,0.7595273,ECB
2026-03-06,SGD,0.7604925,ECB
2026-03-07,SGD,0.76519811,ECB
2026-03-08,SGD,0.76274749,ECB
2026-03-09,SGD,0.76280291,ECB
2026-03-10,SGD,0.76603464,ECB
2026-03-11,SGD,0.76585162,ECB
2026-03-12,SGD,0.76689097,ECB
2026-03-13,SGD,0.76444675,ECB
2026-03-14,SGD,0.765429,ECB
2026-03-15,SGD,0.76499927,ECB
2026-03-16,SGD,0.76726151,ECB
2026-03-17,SGD,0.76999462,ECB
2026-03-18,SGD,0.77597647,ECB
2026-03-19,SGD,0.77732582,ECB
2026-03-20,SGD,0.77808557,ECB
2026-03-21,SGD,0.77853931,ECB
2026-03-22,SGD,0.77771445,ECB
2026-03-23,SGD,0.77850418,ECB
2026-03-24,SGD,0.77781427,ECB
2026-03-25,SGD,0.77820736,ECB
2026-03-26,SGD,0.78128345,ECB
2026-03-27,SGD,0.77892427,ECB
2026-03-28,SGD,0.7815879,ECB
2026-03-29,SGD,0.78467623,ECB
2026-03-30,SGD,0.78439829,ECB
2026-03-31,SGD,0.77940515,ECB
2026-04-01,SGD,0.77798393,ECB
2026-04-02,SGD,0.78101106,ECB
2026-04-03,SGD,0.78095748,ECB
2026-04-04,SGD,0.77861624,ECB
2026-04-05,SGD,0.77743716,ECB
2026-04-06,SGD,0.77939775,ECB
2026-04-07,SGD,0.78067612,ECB
2026-04-08,SGD,0.78011653,ECB
2026-04-09,SGD,0.77925803,ECB
2026-04-10,SGD,0.77834219,ECB
2026-04-11,SGD,0.77618834,ECB
2026-04-12,SGD,0.77994985,ECB
2026-04-13,SGD,0.77919567,ECB
2026-04-14,SGD,0.78204088,ECB
2026-04-15,SGD,0.78561007,ECB
2026-04-16,SGD,0.78796292,ECB
2026-04-17,SGD,0.78694262,ECB
2026-04-18,SGD,0.78789576,ECB
2026-04-19,SGD,0.78783857,ECB
2026-04-20,SGD,0.78570265,ECB
