rate_date,currency_code,rate_to_usd
2026-05-17,BRL,0.18995349
2026-05-18,BRL,0.1904946
2026-05-19,BRL,0.18964601
2026-05-20,BRL,0.18819298
2026-05-21,BRL,0.18872048
2026-05-22,BRL,0.18794661
2026-05-23,BRL,0.18781987
2026-05-24,BRL,0.18716056
2026-05-25,BRL,0.18614878
2026-05-26,BRL,0.18645116
2026-05-27,BRL,0.1868758
2026-05-28,BRL,0.18655259
2026-05-29,BRL,0.18510249
2026-05-30,BRL,0.18479916
2026-05-31,BRL,0.18501638
2026-06-01,BRL,0.18419551
2026-06-02,BRL,0.18429683
2026-06-03,BRL,0.18428836
2026-06-04,BRL,0.18460863
2026-06-05,BRL,0.18467486
2026-06-06,BRL,0.18413576
2026-06-07,BRL,0.18479675
2026-06-08,BRL,0.18470886
2026-06-09,BRL,0.18469373
2026-06-10,BRL,0.18417663
2026-06-11,BRL,0.1839317
2026-06-12,BRL,0.18344347
2026-06-13,BRL,0.18334829
2026-06-14,BRL,0.18428981
2026-06-15,BRL,0.18353133
2026-06-16,BRL,0.18264291
2026-06-17,BRL,0.18344901
2026-06-18,BRL,0.18333381
2026-06-19,BRL,0.18296582
2026-06-20,BRL,0.18353662
2026-06-21,BRL,0.18320316
2026-06-22,BRL,0.18420675
2026-06-23,BRL,0.18458139
2026-06-24,BRL,0.18431121
2026-06-25,BRL,0.18550406
2026-06-26,BRL,0.18516697
2026-06-27,BRL,0.1855792
2026-06-28,BRL,0.18574583
2026-06-29,BRL,0.18647121
2026-06-30,BRL,0.18734474
2026-07-01,BRL,0.18736273
2026-07-02,BRL,0.18693924
2026-07-03,BRL,0.1871972
2026-07-04,BRL,0.1868166
2026-07-05,BRL,0.18794501
2026-07-06,BRL,0.18802199
2026-07-07,BRL,0.18781592
2026-07-08,BRL,0.18791998
2026-07-09,BRL,0.18716053
2026-07-10,BRL,0.18661498
2026-07-11,BRL,0.18728703
2026-07-12,BRL,0.18691794
2026-07-13,BRL,0.18633088
2026-07-14,BRL,0.18663087
2026-07-15,BRL,0.18729474
2026-07-16,BRL,0.18769871
2026-07-17,BRL,0.18825958
2026-07-18,BRL,0.18783215
2026-07-19,BRL,0.18703097
2026-07-20,BRL,0.18787336
2026-07-21,BRL,0.18769149
2026-07-22,BRL,0.18755025
2026-07-23,BRL,0.18829756
2026-07-24,BRL,0.18861177
2026-07-25,BRL,0.18886973
2026-07-26,BRL,0.19009644
2026-07-27,BRL,0.18972945
2026-07-28,BRL,0.19025756
2026-07-29,BRL,0.1902901
2026-07-30,BRL,0.19044343
2026-07-31,BRL,0.19131669
2026-08-01,BRL,0.19160817
2026-08-02,BRL,0.19191759
2026-08-03,BRL,0.19253509
2026-08-04,BRL,0.19232429
2026-08-05,BRL,0.19184009
2026-08-06,BRL,0.19123878
2026-08-07,BRL,0.19011065
2026-08-08,BRL,0.19128337
2026-08-09,BRL,0.1906503
2026-08-10,BRL,0.19052375
2026-08-11,BRL,0.19036553
2026-08-12,BRL,0.19054109
2026-08-13,BRL,0.19100739
2026-08-14,BRL,0.19150046
2026-08-15,BRL,0.19116548
2026-08-16,BRL,0.19106963
2026-08-17,BRL,0.19123161
2026-08-18,BRL,0.19108894
2026-08-19,BRL,0.19201038
2026-08-20,BRL,0.19229319
2026-08-21,BRL,0.19271713
2026-08-22,BRL,0.19310037
2026-08-23,BRL,0.19378017
2026-08-24,BRL,0.1938854
2026-08-25,BRL,0.19313109
2026-08-26,BRL,0.19336267
2026-08-27,BRL,0.19298483
2026-08-28,BRL,0.19267878
2026-08-29,BRL,0.19301772
2026-08-30,BRL,0.19373475
2026-08-31,BRL,0.19374712
2026-09-01,BRL,0.19392662
2026-09-02,BRL,0.19491694
2026-09-03,BRL,0.19505772
2026-09-04,BRL,0.19658015
2026-09-05,BRL,0.19691366
2026-09-06,BRL,0.1958735
2026-09-07,BRL,0.19631618
2026-09-08,BRL,0.19654066
2026-09-09,BRL,0.19730113
2026-09-10,BRL,0.19769959
2026-09-11,BRL,0.19761747
2026-09-12,BRL,0.19689164
2026-09-13,BRL,0.19676818
2026-09-14,BRL,0.19626611
2025-09-14,SGD,0.74869382
2025-09-15,SGD,0.75001582
2025-09-16,SGD,0.75377318
2025-09-17,SGD,0.75466566
2025-09-18,SGD,0.75195818
2025-09-19,SGD,0.75296115
2025-09-20,SGD,0.7556642
2025-09-21,SGD,0.75428183
2025-09-22,SGD,0.75397857
2025-09-23,SGD,0.75401179
2025-09-24,SGD,0.75223633
2025-09-25,SGD,0.75369931
2025-09-26,SGD,0.75342583
2025-09-27,SGD,0.75437409
2025-09-28,SGD,0.75236559
2025-09-29,SGD,0.7513782
2025-09-30,SGD,0.75300655
2025-10-01,SGD,0.75216431
2025-10-02,SGD,0.75606119
2025-10-03,SGD,0.75515474
2025-10-04,SGD,0.75566376
2025-10-05,SGD,0.75777793
2025-10-06,SGD,0.75455351
2025-10-07,SGD,0.75056764
2025-10-08,SGD,0.74713232
2025-10-09,SGD,0.74996227
2025-10-10,SGD,0.74872065
2025-10-11,SGD,0.75446678
2025-10-12,SGD,0.75318966
2025-10-13,SGD,0.75360667
2025-10-14,SGD,0.7570931
2025-10-15,SGD,0.7616495
2025-10-16,SGD,0.76635993
2025-10-17,SGD,0.76913806
2025-10-18,SGD,0.77150099
2025-10-19,SGD,0.7728724
2025-10-20,SGD,0.77467712
2025-10-21,SGD,0.77339615
2025-10-22,SGD,0.77149777
2025-10-23,SGD,0.77148996
2025-10-24,SGD,0.77109608
2025-10-25,SGD,0.77004763
2025-10-26,SGD,0.77165638
2025-10-27,SGD,0.77386788
2025-10-28,SGD,0.77407313
2025-10-29,SGD,0.77750428
2025-10-30,SGD,0.77484127
2025-10-31,SGD,0.77439111
2025-11-01,SGD,0.77272581
2025-11-02,SGD,0.76839884
2025-11-03,SGD,0.76820825
2025-11-04,SGD,0.76792767
2025-11-05,SGD,0.77141433
2025-11-06,SGD,0.77287418
2025-11-07,SGD,0.77049947
2025-11-08,SGD,0.77478521
2025-11-09,SGD,0.77762332
2025-11-10,SGD,0.77898128
2025-11-11,SGD,0.778452
2025-11-12,SGD,0.77621137
2025-11-13,SGD,0.77534463
2025-11-14,SGD,0.7778771
2025-11-15,SGD,0.78227503
2025-11-16,SGD,0.78589675
2025-11-17,SGD,0.7847442
2025-11-18,SGD,0.78210836
2025-11-19,SGD,0.78243892
2025-11-20,SGD,0.77828784
2025-11-21,SGD,0.77904239
2025-11-22,SGD,0.77869742
2025-11-23,SGD,0.77760872
2025-11-24,SGD,0.77388855
2025-11-25,SGD,0.77508096
2025-11-26,SGD,0.7738423
2025-11-27,SGD,0.77112631
2025-11-28,SGD,0.76448168
2025-11-29,SGD,0.76441857
2025-11-30,SGD,0.7684828
2025-12-01,SGD,0.77231275
2025-12-02,SGD,0.77125368
2025-12-03,SGD,0.76986031
2025-12-04,SGD,0.77094298
2025-12-05,SGD,0.76863389
2025-12-06,SGD,0.76932979
2025-12-07,SGD,0.77109789
2025-12-08,SGD,0.77393615
2025-12-09,SGD,0.77370361
2025-12-10,SGD,0.77323086
2025-12-11,SGD,0.77119421
2025-12-12,SGD,0.76928116
2025-12-13,SGD,0.76875848
2025-12-14,SGD,0.76960572
2025-12-15,SGD,0.77171502
2025-12-16,SGD,0.76985555
2025-12-17,SGD,0.77330301
2025-12-18,SGD,0.77267403
2025-12-19,SGD,0.7726245
2025-12-20,SGD,0.77089256
2025-12-21,SGD,0.76528607
2025-12-22,SGD,0.76731571
2025-12-23,SGD,0.76901189
2025-12-24,SGD,0.76836286
2025-12-25,SGD,0.76851728
2025-12-26,SGD,0.7697068
2025-12-27,SGD,0.7660987
2025-12-28,SGD,0.76488278
2025-12-29,SGD,0.76670533
2025-12-30,SGD,0.76382032
2025-12-31,SGD,0.764493
2026-01-01,SGD,0.76138171
2026-01-02,SGD,0.7624471
2026-01-03,SGD,0.76236558
2026-01-04,SGD,0.75867161
2026-01-05,SGD,0.76132258
2026-01-06,SGD,0.75964479
2026-01-07,SGD,0.75779828
2026-01-08,SGD,0.75825426
2026-01-09,SGD,0.76086713
2026-01-10,SGD,0.75854842
2026-01-11,SGD,0.75868878
2026-01-12,SGD,0.75966479
2026-01-13,SGD,0.76124438
2026-01-14,SGD,0.76164732
2026-01-15,SGD,0.76080869
2026-01-16,SGD,0.75891977
2026-01-17,SGD,0.7591159
2026-01-18,SGD,0.75667427
2026-01-19,SGD,0.75004273
2026-01-20,SGD,0.75102505
2026-01-21,SGD,0.75306168
2026-01-22,SGD,0.74772338
2026-01-23,SGD,0.74545838
2026-01-24,SGD,0.74684305
2026-01-25,SGD,0.75145292
2026-01-26,SGD,0.7514998
2026-01-27,SGD,0.74985852
2026-01-28,SGD,0.74944708
2026-01-29,SGD,0.75253827
2026-01-30,SGD,0.75107993
2026-01-31,SGD,0.74927916
2026-02-01,SGD,0.74819403
2026-02-02,SGD,0.74605421
2026-02-03,SGD,0.74632876
2026-02-04,SGD,0.7499664
2026-02-05,SGD,0.75069329
2026-02-06,SGD,0.75012497
2026-02-07,SGD,0.74946829
2026-02-08,SGD,0.7459536
2026-02-09,SGD,0.74792988
2026-02-10,SGD,0.74775523
2026-02-11,SGD,0.74735036
2026-02-12,SGD,0.75450947
2026-02-13,SGD,0.75518571
2026-02-14,SGD,0.75348248
2026-02-15,SGD,0.75251872
2026-02-16,SGD,0.75511141
2026-02-17,SGD,0.755368
2026-02-18,SGD,0.75210871
2026-02-19,SGD,0.75418279
2026-02-20,SGD,0.75267109
2026-02-21,SGD,0.75690102
2026-02-22,SGD,0.75935348
2026-02-23,SGD,0.75833446
2026-02-24,SGD,0.76124878
2026-02-25,SGD,0.76140374
2026-02-26,SGD,0.76335166
2026-02-27,SGD,0.76446172
2026-02-28,SGD,0.7625207
2026-03-01,SGD,0.76104854
2026-03-02,SGD,0.76340009
2026-03-03,SGD,0.76263339
2026-03-04,SGD,0.76170988
2026-03-05,SGD,0.7595273
2026-03-06,SGD,0.7604925
2026-03-07,SGD,0.76519811
2026-03-08,SGD,0.76274749
2026-03-09,SGD,0.76280291
2026-03-10,SGD,0.76603464
2026-03-11,SGD,0.76585162
2026-03-12,SGD,0.76689097
2026-03-13,SGD,0.76444675
2026-03-14,SGD,0.765429
2026-03-15,SGD,0.76499927
2026-03-16,SGD,0.76726151
2026-03-17,SGD,0.76999462
2026-03-18,SGD,0.77597647
2026-03-19,SGD,0.77732582
2026-03-20,SGD,0.77808557
2026-03-21,SGD,0.77853931
2026-03-22,SGD,0.77771445
2026-03-23,SGD,0.77850418
2026-03-24,SGD,0.77781427
2026-03-25,SGD,0.77820736
2026-03-26,SGD,0.78128345
2026-03-27,SGD,0.77892427
2026-03-28,SGD,0.7815879
2026-03-29,SGD,0.78467623
2026-03-30,SGD,0.78439829
2026-03-31,SGD,0.77940515
2026-04-01,SGD,0.77798393
2026-04-02,SGD,0.78101106
2026-04-03,SGD,0.78095748
2026-04-04,SGD,0.77861624
2026-04-05,SGD,0.77743716
2026-04-06,SGD,0.77939775
2026-04-07,SGD,0.78067612
2026-04-08,SGD,0.78011653
2026-04-09,SGD,0.77925803
2026-04-10,SGD,0.77834219
2026-04-11,SGD,0.77618834
2026-04-12,SGD,0.77994985
2026-04-13,SGD,0.77919567
2026-04-14,SGD,0.78204088
2026-04-15,SGD,0.78561007
2026-04-16,SGD,0.78796292
2026-04-17,SGD,0.78694262
2026-04-18,SGD,0.78789576
2026-04-19,SGD,0.78783857
2026-04-20,SGD,0.78570265
2026-04-21,SGD,0.7864672
2026-04-22,SGD,0.78368537
2026-04-23,SGD,0.78647768
2026-04-24,SGD,0.78538144
2026-04-25,SGD,0.7858554
2026-04-26,SGD,0.78652327
2026-04-27,SGD,0.78591237
2026-04-28,SGD,0.78729564
2026-04-29,SGD,0.78617397
2026-04-30,SGD,0.78822894
2026-05-01,SGD,0.78504612
2026-05-02,SGD,0.78534376
2026-05-03,SGD,0.78991194
2026-05-04,SGD,0.78754142
2026-05-05,SGD,0.78594016
2026-05-06,SGD,0.78715187
2026-05-07,SGD,0.78757594
2026-05-08,SGD,0.78840438
2026-05-09,SGD,0.78956142
2026-05-10,SGD,0.79106487
2026-05-11,SGD,0.7936984
2026-05-12,SGD,0.79467422
2026-05-13,SGD,0.79409906
2026-05-14,SGD,0.79570133
2026-05-15,SGD,0.80023654
2026-05-16,SGD,0.79991813
2026-05-17,SGD,0.7975795
2026-05-18,SGD,0.80022845
2026-05-19,SGD,0.79993946
2026-05-20,SGD,0.79472544
2026-05-21,SGD,0.79674585
2026-05-22,SGD,0.79546628
2026-05-23,SGD,0.79525024
2026-05-24,SGD,0.79604226
2026-05-25,SGD,0.7964972
2026-05-26,SGD,0.79819242
2026-05-27,SGD,0.79714962
2026-05-28,SGD,0.79837669
2026-05-29,SGD,0.79775504
2026-05-30,SGD,0.79952321
2026-05-31,SGD,0.80099921
2026-06-01,SGD,0.79875135
2026-06-02,SGD,0.80135364
2026-06-03,SGD,0.80006515
2026-06-04,SGD,0.80200465
2026-06-05,SGD,0.80288835
2026-06-06,SGD,0.80731592
2026-06-07,SGD,0.80677469
2026-06-08,SGD,0.80592923
2026-06-09,SGD,0.80588228
2026-06-10,SGD,0.8051493
2026-06-11,SGD,0.80708152
2026-06-12,SGD,0.80316803
2026-06-13,SGD,0.80062918
2026-06-14,SGD,0.79806444
2026-06-15,SGD,0.80033966
2026-06-16,SGD,0.80444687
2026-06-17,SGD,0.8041948
2026-06-18,SGD,0.80378751
2026-06-19,SGD,0.80395643
2026-06-20,SGD,0.80675873
2026-06-21,SGD,0.80451427
2026-06-22,SGD,0.80508959
2026-06-23,SGD,0.80744495
2026-06-24,SGD,0.80865877
2026-06-25,SGD,0.80911869
2026-06-26,SGD,0.81154859
2026-06-27,SGD,0.80496717
2026-06-28,SGD,0.80660418
2026-06-29,SGD,0.80502144
2026-06-30,SGD,0.80060034
2026-07-01,SGD,0.80182815
2026-07-02,SGD,0.80513246
2026-07-03,SGD,0.80480047
2026-07-04,SGD,0.80710109
2026-07-05,SGD,0.8110049
2026-07-06,SGD,0.81420411
2026-07-07,SGD,0.81820991
2026-07-08,SGD,0.82003156
2026-07-09,SGD,0.82021713
2026-07-10,SGD,0.81627525
2026-07-11,SGD,0.81567269
2026-07-12,SGD,0.81360925
2026-07-13,SGD,0.81890814
2026-07-14,SGD,0.81847604
2026-07-15,SGD,0.81877856
2026-07-16,SGD,0.82013319
2026-07-17,SGD,0.82024047
2026-07-18,SGD,0.82441152
2026-07-19,SGD,0.82287156
2026-07-20,SGD,0.82335197
2026-07-21,SGD,0.82151803
2026-07-22,SGD,0.81826476
2026-07-23,SGD,0.816763
2026-07-24,SGD,0.81667225
2026-07-25,SGD,0.81562045
2026-07-26,SGD,0.81392619
2026-07-27,SGD,0.81049227
2026-07-28,SGD,0.81029021
2026-07-29,SGD,0.80663242
2026-07-30,SGD,0.80847168
2026-07-31,SGD,0.80867163
2026-08-01,SGD,0.80513559
2026-08-02,SGD,0.80438873
2026-08-03,SGD,0.80257365
2026-08-04,SGD,0.80334213
2026-08-05,SGD,0.80657265
2026-08-06,SGD,0.80203526
2026-08-07,SGD,0.80231203
2026-08-08,SGD,0.8019266
2026-08-09,SGD,0.80354169
2026-08-10,SGD,0.80405563
2026-08-11,SGD,0.80224176
2026-08-12,SGD,0.80147388
2026-08-13,SGD,0.7995599
2026-08-14,SGD,0.8021409
2026-08-15,SGD,0.80219218
2026-08-16,SGD,0.80676754
2026-08-17,SGD,0.80662072
2026-08-18,SGD,0.80490648
2026-08-19,SGD,0.80125128
2026-08-20,SGD,0.79691698
2026-08-21,SGD,0.7931297
2026-08-22,SGD,0.7937653
2026-08-23,SGD,0.79497673
2026-08-24,SGD,0.7912057
2026-08-25,SGD,0.79333017
2026-08-26,SGD,0.79218049
2026-08-27,SGD,0.79252935
2026-08-28,SGD,0.79636255
2026-08-29,SGD,0.79850518
2026-08-30,SGD,0.79786191
2026-08-31,SGD,0.79572876
2026-09-01,SGD,0.79059198
2026-09-02,SGD,0.78888631
2026-09-03,SGD,0.78838664
2026-09-04,SGD,0.7860518
2026-09-05,SGD,0.78574227
2026-09-06,SGD,0.78592343
2026-09-07,SGD,0.78539327
2026-09-08,SGD,0.78386175
2026-09-09,SGD,0.78425836
2026-09-10,SGD,0.78529814
2026-09-11,SGD,0.78272928
2026-09-12,SGD,0.78604241
2026-09-13,SGD,0.78580993
2026-09-14,SGD,0.78585436
2025-09-14,JPY,0.00671424
2025-09-15,JPY,0.00671893
2025-09-16,JPY,0.00673814
2025-09-17,JPY,0.00674395
2025-09-18,JPY,0.00673156
2025-09-19,JPY,0.00673886
2025-09-20,JPY,0.00671574
2025-09-21,JPY,0.00671792
2025-09-22,JPY,0.00671725
2025-09-23,JPY,0.00671306
2025-09-24,JPY,0.00671047
2025-09-25,JPY,0.00667259
2025-09-26,JPY,0.0066616
2025-09-27,JPY,0.00666346
2025-09-28,JPY,0.00666665
2025-09-29,JPY,0.0066461
2025-09-30,JPY,0.00667134
2025-10-01,JPY,0.006654
2025-10-02,JPY,0.00667335
2025-10-03,JPY,0.00668191
2025-10-04,JPY,0.00666895
2025-10-05,JPY,0.00670447
2025-10-06,JPY,0.00668046
2025-10-07,JPY,0.00669888
2025-10-08,JPY,0.00671899
2025-10-09,JPY,0.00670547
2025-10-10,JPY,0.00673349
2025-10-11,JPY,0.00672843
2025-10-12,JPY,0.00673426
2025-10-13,JPY,0.00673952
2025-10-14,JPY,0.00673681
2025-10-15,JPY,0.00675319
2025-10-16,JPY,0.00676927
2025-10-17,JPY,0.00673376
2025-10-18,JPY,0.00676011
2025-10-19,JPY,0.00672639
2025-10-20,JPY,0.00674723
2025-10-21,JPY,0.00677003
2025-10-22,JPY,0.00674788
2025-10-23,JPY,0.00673956
2025-10-24,JPY,0.0067172
2025-10-25,JPY,0.00671287
2025-10-26,JPY,0.00670667
2025-10-27,JPY,0.00672236
2025-10-28,JPY,0.00674878
2025-10-29,JPY,0.00677704
2025-10-30,JPY,0.00676561
2025-10-31,JPY,0.00676136
2025-11-01,JPY,0.00672722
2025-11-02,JPY,0.00671095
2025-11-03,JPY,0.00673038
2025-11-04,JPY,0.006763
2025-11-05,JPY,0.00673795
2025-11-06,JPY,0.00672598
2025-11-07,JPY,0.00672545
2025-11-08,JPY,0.0067311
2025-11-09,JPY,0.00671475
2025-11-10,JPY,0.00672329
2025-11-11,JPY,0.00671374
2025-11-12,JPY,0.00671344
2025-11-13,JPY,0.00672445
2025-11-14,JPY,0.00672458
2025-11-15,JPY,0.00671577
2025-11-16,JPY,0.00671356
2025-11-17,JPY,0.00671178
2025-11-18,JPY,0.00670433
2025-11-19,JPY,0.00669913
2025-11-20,JPY,0.00673126
2025-11-21,JPY,0.00674258
2025-11-22,JPY,0.00673661
2025-11-23,JPY,0.00675069
2025-11-24,JPY,0.00674393
2025-11-25,JPY,0.00676767
2025-11-26,JPY,0.00677517
2025-11-27,JPY,0.00677299
2025-11-28,JPY,0.00678209
2025-11-29,JPY,0.00675013
2025-11-30,JPY,0.00672731
2025-12-01,JPY,0.00670321
2025-12-02,JPY,0.00670609
2025-12-03,JPY,0.00674094
2025-12-04,JPY,0.00678607
2025-12-05,JPY,0.00679906
2025-12-06,JPY,0.00680927
2025-12-07,JPY,0.00677248
2025-12-08,JPY,0.00676145
2025-12-09,JPY,0.00674547
2025-12-10,JPY,0.00673291
2025-12-11,JPY,0.00672951
2025-12-12,JPY,0.00671998
2025-12-13,JPY,0.00668008
2025-12-14,JPY,0.00669507
2025-12-15,JPY,0.00667352
2025-12-16,JPY,0.00667831
2025-12-17,JPY,0.00671987
2025-12-18,JPY,0.00670133
2025-12-19,JPY,0.00665046
2025-12-20,JPY,0.00664476
2025-12-21,JPY,0.0066667
2025-12-22,JPY,0.00670587
2025-12-23,JPY,0.00668114
2025-12-24,JPY,0.00669109
2025-12-25,JPY,0.00668175
2025-12-26,JPY,0.00667963
2025-12-27,JPY,0.00673262
2025-12-28,JPY,0.00670226
2025-12-29,JPY,0.00670736
2025-12-30,JPY,0.00671677
2025-12-31,JPY,0.00673865
2026-01-01,JPY,0.00674063
2026-01-02,JPY,0.00674686
2026-01-03,JPY,0.00673894
2026-01-04,JPY,0.00674438
2026-01-05,JPY,0.00673743
2026-01-06,JPY,0.00675
2026-01-07,JPY,0.00674251
2026-01-08,JPY,0.00675014
2026-01-09,JPY,0.00674955
2026-01-10,JPY,0.00677235
2026-01-11,JPY,0.0067713
2026-01-12,JPY,0.00673529
2026-01-13,JPY,0.00676078
2026-01-14,JPY,0.00674241
2026-01-15,JPY,0.00672919
2026-01-16,JPY,0.00671716
2026-01-17,JPY,0.00674486
2026-01-18,JPY,0.00670165
2026-01-19,JPY,0.00676473
2026-01-20,JPY,0.00678616
2026-01-21,JPY,0.00679071
2026-01-22,JPY,0.00678959
2026-01-23,JPY,0.00679541
2026-01-24,JPY,0.00680603
2026-01-25,JPY,0.0068192
2026-01-26,JPY,0.00683057
2026-01-27,JPY,0.00683241
2026-01-28,JPY,0.00682836
2026-01-29,JPY,0.00682526
2026-01-30,JPY,0.00682127
2026-01-31,JPY,0.00684447
2026-02-01,JPY,0.00685666
2026-02-02,JPY,0.00679618
2026-02-03,JPY,0.00680955
2026-02-04,JPY,0.00681353
2026-02-05,JPY,0.00681315
2026-02-06,JPY,0.0068052
2026-02-07,JPY,0.00682815
2026-02-08,JPY,0.00684756
2026-02-09,JPY,0.00683169
2026-02-10,JPY,0.00684003
2026-02-11,JPY,0.00682009
2026-02-12,JPY,0.00679186
2026-02-13,JPY,0.00677909
2026-02-14,JPY,0.00679663
2026-02-15,JPY,0.00681607
2026-02-16,JPY,0.00682656
2026-02-17,JPY,0.00684141
2026-02-18,JPY,0.006852
2026-02-19,JPY,0.00683882
2026-02-20,JPY,0.00684768
2026-02-21,JPY,0.00686412
2026-02-22,JPY,0.00687965
2026-02-23,JPY,0.00690419
2026-02-24,JPY,0.00691886
2026-02-25,JPY,0.00692616
2026-02-26,JPY,0.00694839
2026-02-27,JPY,0.00694784
2026-02-28,JPY,0.00692946
2026-03-01,JPY,0.00692607
2026-03-02,JPY,0.00691059
2026-03-03,JPY,0.00689659
2026-03-04,JPY,0.0068936
2026-03-05,JPY,0.00687721
2026-03-06,JPY,0.00687086
2026-03-07,JPY,0.00683183
2026-03-08,JPY,0.0068362
2026-03-09,JPY,0.00683622
2026-03-10,JPY,0.00681947
2026-03-11,JPY,0.00683295
2026-03-12,JPY,0.00685217
2026-03-13,JPY,0.00681913
2026-03-14,JPY,0.00680352
2026-03-15,JPY,0.00678783
2026-03-16,JPY,0.00676869
2026-03-17,JPY,0.00678553
2026-03-18,JPY,0.00678158
2026-03-19,JPY,0.0067762
2026-03-20,JPY,0.00673547
2026-03-21,JPY,0.00674831
2026-03-22,JPY,0.00672322
2026-03-23,JPY,0.00672443
2026-03-24,JPY,0.00673002
2026-03-25,JPY,0.00675749
2026-03-26,JPY,0.00673096
2026-03-27,JPY,0.00666999
2026-03-28,JPY,0.00667367
2026-03-29,JPY,0.00670971
2026-03-30,JPY,0.00673465
2026-03-31,JPY,0.00673889
2026-04-01,JPY,0.00672895
2026-04-02,JPY,0.00674524
2026-04-03,JPY,0.00672554
2026-04-04,JPY,0.00673515
2026-04-05,JPY,0.00674537
2026-04-06,JPY,0.00676682
2026-04-07,JPY,0.00682284
2026-04-08,JPY,0.00683088
2026-04-09,JPY,0.00682045
2026-04-10,JPY,0.00681992
2026-04-11,JPY,0.00678373
2026-04-12,JPY,0.00676959
2026-04-13,JPY,0.00676128
2026-04-14,JPY,0.00675065
2026-04-15,JPY,0.00675373
2026-04-16,JPY,0.00673707
2026-04-17,JPY,0.00675973
2026-04-18,JPY,0.00675973
2026-04-19,JPY,0.00675954
2026-04-20,JPY,0.00675289
2026-04-21,JPY,0.00675604
2026-04-22,JPY,0.00677276
2026-04-23,JPY,0.00675514
2026-04-24,JPY,0.00674181
2026-04-25,JPY,0.00673566
2026-04-26,JPY,0.00670847
2026-04-27,JPY,0.00669198
2026-04-28,JPY,0.00668242
2026-04-29,JPY,0.00669995
2026-04-30,JPY,0.00670522
2026-05-01,JPY,0.00670912
2026-05-02,JPY,0.00672625
2026-05-03,JPY,0.00672347
2026-05-04,JPY,0.00673135
2026-05-05,JPY,0.00672926
2026-05-06,JPY,0.00673462
2026-05-07,JPY,0.00672285
2026-05-08,JPY,0.00667366
2026-05-09,JPY,0.00667097
2026-05-10,JPY,0.00669945
2026-05-11,JPY,0.00671806
2026-05-12,JPY,0.00673752
2026-05-13,JPY,0.0067625
2026-05-14,JPY,0.0067643
2026-05-15,JPY,0.00676831
2026-05-16,JPY,0.00675576
2026-05-17,JPY,0.00674936
2026-05-18,JPY,0.00676183
2026-05-19,JPY,0.00678625
2026-05-20,JPY,0.00678341
2026-05-21,JPY,0.00677425
2026-05-22,JPY,0.00677426
2026-05-23,JPY,0.00678648
2026-05-24,JPY,0.00675708
2026-05-25,JPY,0.00671053
2026-05-26,JPY,0.00669945
2026-05-27,JPY,0.00667492
2026-05-28,JPY,0.00666474
2026-05-29,JPY,0.00666179
2026-05-30,JPY,0.00665273
2026-05-31,JPY,0.00668172
2026-06-01,JPY,0.00668827
2026-06-02,JPY,0.00669429
2026-06-03,JPY,0.00670679
2026-06-04,JPY,0.00668388
2026-06-05,JPY,0.00670471
2026-06-06,JPY,0.00670319
2026-06-07,JPY,0.00671667
2026-06-08,JPY,0.00669507
2026-06-09,JPY,0.00666387
2026-06-10,JPY,0.00668022
2026-06-11,JPY,0.00668776
2026-06-12,JPY,0.00666966
2026-06-13,JPY,0.00665226
2026-06-14,JPY,0.00667472
2026-06-15,JPY,0.0066509
2026-06-16,JPY,0.00668368
2026-06-17,JPY,0.00666562
2026-06-18,JPY,0.00667839
2026-06-19,JPY,0.0066718
2026-06-20,JPY,0.00668388
2026-06-21,JPY,0.00667297
2026-06-22,JPY,0.00666971
2026-06-23,JPY,0.00667053
2026-06-24,JPY,0.00665047
2026-06-25,JPY,0.00666525
2026-06-26,JPY,0.00665499
2026-06-27,JPY,0.00665043
2026-06-28,JPY,0.00663059
2026-06-29,JPY,0.00657962
2026-06-30,JPY,0.00657585
2026-07-01,JPY,0.00662344
2026-07-02,JPY,0.00663903
2026-07-03,JPY,0.00663865
2026-07-04,JPY,0.00663341
2026-07-05,JPY,0.00663386
2026-07-06,JPY,0.00664475
2026-07-07,JPY,0.00662121
2026-07-08,JPY,0.00664334
2026-07-09,JPY,0.0066576
2026-07-10,JPY,0.00667195
2026-07-11,JPY,0.00668072
2026-07-12,JPY,0.00668112
2026-07-13,JPY,0.0066946
2026-07-14,JPY,0.00670649
2026-07-15,JPY,0.00669937
2026-07-16,JPY,0.00668784
2026-07-17,JPY,0.00668988
2026-07-18,JPY,0.00672097
2026-07-19,JPY,0.00669598
2026-07-20,JPY,0.0066665
2026-07-21,JPY,0.0066698
2026-07-22,JPY,0.00667082
2026-07-23,JPY,0.00667429
2026-07-24,JPY,0.00667917
2026-07-25,JPY,0.0066747
2026-07-26,JPY,0.00670453
2026-07-27,JPY,0.00667233
2026-07-28,JPY,0.00665575
2026-07-29,JPY,0.00665369
2026-07-30,JPY,0.00662089
2026-07-31,JPY,0.00661739
2026-08-01,JPY,0.00665038
2026-08-02,JPY,0.00665079
2026-08-03,JPY,0.0066554
2026-08-04,JPY,0.00663024
2026-08-05,JPY,0.00661798
2026-08-06,JPY,0.00661053
2026-08-07,JPY,0.00660423
2026-08-08,JPY,0.00662962
2026-08-09,JPY,0.00664071
2026-08-10,JPY,0.00661857
2026-08-11,JPY,0.00662346
2026-08-12,JPY,0.00663336
2026-08-13,JPY,0.00665605
2026-08-14,JPY,0.00668761
2026-08-15,JPY,0.00666725
